Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
22,1.0010907725659672,0.007133455795353044,0.5646425528583412,0.5661067240537998,23.59721654168898,0.694783133689095
23,1.000820054208447,0.006956170790432813,0.7457229347999939,0.7459424894869684,23.51681124306232,0.6929512171885547
24,1.0019065709456711,0.007024824683203134,0.7716575732202587,0.7729351023285689,23.62619780981733,0.6970386520554037
25,1.0005688243854545,0.006815825834268046,0.8304027611052919,0.8306456719615503,23.644767630367323,0.69576375764959
26,1.0004450225259016,0.006883106017094886,0.802409127458127,0.8019981411260045,23.52686893352042,0.6924518295596628
27,1.001316472356191,0.0068799011547586875,0.8025287695416433,0.8035465307721121,23.60677832163607,0.6988843724306892
28,1.0014456487415793,0.00679101567035039,0.8077432289951576,0.8089536198741661,23.602112825309703,0.6994586967720705
29,1.001981107117887,0.006719661187157481,0.7828520914608846,0.7838653961769835,23.638682555852437,0.6961597030303057
30,1.0000632894824364,0.006564114455379055,0.975768408404139,0.9774050976416307,23.668119262477276,0.6993625604405123
31,1.0,0.006529687391315213,1.0,1.0,23.65377085955993,0.7012647497653961
32,1.0,0.007949166645903788,1.0,1.0,23.10523055885181,0.6870522068528568
33,1.0,0.006859598426360213,1.0,1.0,23.626866842803565,0.695326183052624
34,1.0,0.006620158702135086,1.0,1.0,23.712685658686055,0.6980192667596481
35,1.0,0.006446300038766718,1.0,1.0,23.59434360809302,0.698311690232333
36,1.0,0.006513290810147802,1.0,1.0,23.715362518144303,0.6993084637557759
37,1.0,0.006453210806061408,1.0,1.0,23.721053108374907,0.7000205624103546
38,1.0,0.006466760285377146,1.0,1.0,23.676433099263022,0.7022130703224855
39,1.0,0.006471617390139552,1.0,1.0,23.77110282394763,0.7037485644396614
40,1.0,0.006493242592355627,1.0,1.0,23.753638951387916,0.7028524541153627
41,1.0,0.0063602890029638825,1.0,1.0,23.738804300365462,0.7026439062988057
42,1.0,0.006539332820716019,1.0,1.0,23.73001259146175,0.6994827746643739
43,1.0,0.00641938507155387,1.0,1.0,23.77377477852498,0.7041047010702245
44,1.0,0.006412962131804513,1.0,1.0,23.779903968209194,0.7032664785665624
45,1.0,0.0063587571673853665,1.0,1.0,23.769802254260167,0.7019090788504657
46,1.0,0.006381143985572689,1.0,1.0,23.760396863601322,0.7026058659132789
47,1.0,0.006356747674527104,1.0,1.0,23.760363688419297,0.7032514676626991
48,1.0,0.006334947537028504,1.0,1.0,23.75433470222179,0.7013948770831613
49,1.0,0.006325244899214563,1.0,1.0,23.78436911408171,0.7046117096788743
50,1.0,0.0063815704220069385,1.0,1.0,23.73521438050945,0.7002960539565367
51,1.0,0.006583694537465801,1.0,1.0,23.75431599769832,0.7004238627938664
52,1.0,0.006372073496061706,1.0,1.0,23.76174400794048,0.702832248210907
53,1.0,0.006351106878213897,1.0,1.0,23.822210783236983,0.7063254176167881
54,1.0,0.006269132600773773,1.0,1.0,23.825871511318987,0.7046181442457087
55,1.0,0.0062918308165348215,1.0,1.0,23.808054253954083,0.7023208374135634
56,1.0,0.006353397615543918,1.0,1.0,23.822356172289034,0.7061056257696713
57,1.0,0.006317999029119393,1.0,1.0,23.84514533555378,0.706616870655733
58,1.0,0.006296540014891924,1.0,1.0,23.74992434731042,0.7011663183043985
59,1.0,0.006305514149992409,1.0,1.0,23.79453302238908,0.7029311403807472
60,1.0,0.006312173600392249,1.0,1.0,23.797023361551048,0.7043399956647087
61,1.0,0.006276118879368206,1.0,1.0,23.842231065696904,0.7049845133809483
62,1.0,0.00634175084765532,1.0,1.0,23.852412640269108,0.7065951039510615
63,1.0,0.006274751245663195,1.0,1.0,23.79869716407422,0.7053159025136162
64,1.0,0.006382476273411049,1.0,1.0,23.871512772287332,0.7095360003499424
65,1.0,0.006284249213239747,1.0,1.0,23.841937232914905,0.7055673996139975
66,1.0,0.006199017871104315,1.0,1.0,23.83179274493154,0.7038917913156397
67,1.0,0.006251606708336733,1.0,1.0,23.777493761616153,0.7022400566409616
68,1.0,0.0061855683583922376,1.0,1.0,23.879336715409337,0.7079223578817704
69,1.0,0.0062006880734450445,1.0,1.0,23.832051890601914,0.7057433138875401
70,1.0,0.006205449100963013,1.0,1.0,23.816331230101582,0.7058313662164352
71,1.0,0.0062424483400083585,1.0,1.0,23.823080846254236,0.7079582182098837
72,1.0,0.006155280313471298,1.0,1.0,23.83931347013911,0.7062508816578809
73,1.0,0.006244496315561547,1.0,1.0,23.86168806002116,0.7075827988456277
74,1.0,0.0062391913696722,1.0,1.0,23.844118891137352,0.7068461757547715
75,1.0,0.006180567821811238,1.0,1.0,23.828989967376828,0.706849980284186
76,1.0,0.00616501289927317,1.0,1.0,23.83381093010236,0.705566210045534
77,1.0,0.006167405448452441,1.0,1.0,23.848057924354894,0.7078875470862669
78,1.0,0.00614048924230173,1.0,1.0,23.871406792508356,0.708099433814778
79,1.0,0.006216721655968242,1.0,1.0,23.84867670376662,0.7050061598946067
80,1.0,0.006163686937066966,1.0,1.0,23.83196139704555,0.7075652608450721
81,1.0,0.006112087685949431,1.0,1.0,23.803282167278425,0.7019631257477928
82,1.0,0.006123854362679099,1.0,1.0,23.84314964368923,0.7070390891327577
83,1.0,0.006177364095577045,1.0,1.0,23.882711659949383,0.7097175504880793
84,1.0,0.006176339409085448,1.0,1.0,23.87423502253479,0.7090091562972349
85,1.0,0.006184470146492926,1.0,1.0,23.846040883747005,0.705088330857894
86,1.0,0.006212942288285066,1.0,1.0,23.84926726219442,0.7070341506425072
87,1.0,0.006221214647287737,1.0,1.0,23.862354189603,0.7080675937848933
88,1.0,0.006155370306669773,1.0,1.0,23.878982447675433,0.7055474357745227
89,1.0,0.00618642775196872,1.0,1.0,23.846033503609974,0.7077011060013491
90,1.0,0.006115034222937452,1.0,1.0,23.876787568031695,0.7089956108962788
91,1.0,0.006084439564206286,1.0,1.0,23.888702115849846,0.7088123822212219
92,1.0,0.006107126074636767,1.0,1.0,23.871437499736068,0.7063543465558221
93,1.0,0.006148723374918371,1.0,1.0,23.898620445074528,0.7100612707699047
94,1.0,0.006062844918405046,1.0,1.0,23.864583863630667,0.7079496720959159
95,1.0,0.0061766095062394345,1.0,1.0,23.88131883366437,0.7076795346596662
96,1.0,0.006817771362999599,1.0,1.0,23.815891139873205,0.7036951014574836
97,1.0,0.006199352349751367,1.0,1.0,23.861800541237038,0.7066061747074127
98,1.0,0.0061130570050351276,1.0,1.0,23.89248221966394,0.7095980186322156
99,1.0,0.006143870005819076,1.0,1.0,23.90874330173654,0.7085058746618383
100,1.0,0.006136886250606911,1.0,1.0,23.894552955442244,0.7099593708094428
