Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
23,0.9990529233617205,0.004010748149409476,0.550919407128117,0.5477687036542377,23.393938433993767,0.7951330561190844
24,0.9980247266554013,0.0039318202973424215,0.5712255639452396,0.5687740290028374,25.649999847458346,0.8162249531596899
25,0.9991623773902606,0.0039027756104419546,0.5276664446691834,0.5261449329981828,25.430228571540482,0.8190170060843229
26,1.0000603585313463,0.0038862631705005803,0.5717833467474156,0.5694244801510375,25.599215944268032,0.8032816834747791
27,1.0004016966749525,0.003604063116404214,0.5578695549317155,0.558521586041989,25.388860248698993,0.8167726248502731
28,1.0025816650515493,0.003795044752731066,0.5241229424890247,0.5235621355559353,25.2085775113081,0.8175908178091049
29,0.9952718154108076,0.003956090066728294,0.4710069966979581,0.4661185936529781,25.557558870570713,0.8197288010269403
30,0.9993135784729803,0.004059910688872423,0.530040360121407,0.5279477028916979,23.14727884189253,0.794552631676197
31,0.9980503712855462,0.00398502419146354,0.4998603834848357,0.49489425325159553,26.069193123178604,0.803448399528861
32,0.9970812298077023,0.004369289437065026,0.4399157089414456,0.4343730041516393,26.066090445303324,0.8000828977674246
33,0.9970933255509347,0.0035906954349892036,0.45059966845910404,0.4458626522370134,25.85925458922747,0.8243895303457975
34,1.0029275446593664,0.0038341175743459486,0.3738703185329656,0.372680683085259,26.003260430021456,0.8229583762586117
35,0.9991949744973753,0.003614692603513818,0.3981449298206991,0.396934905853092,24.87813655103272,0.8162933960556984
36,1.0011320057555229,0.00379384123093758,0.39915619273525216,0.39986367257839334,25.642674422867753,0.8161319401115179
37,1.001190146525831,0.0037205648546011086,0.4117513842844144,0.4124654807065005,25.890206851406163,0.8021209742873907
38,1.0016703582239228,0.003402664263636703,0.49667873993247696,0.4991857862121345,26.062283310620558,0.8085030019283295
39,1.0006546217173875,0.0035749305056411097,0.5036176172391482,0.5002078877338216,22.30846425843123,0.8022806067019701
40,1.0025866605256075,0.004532868432798674,0.5393134783801002,0.5430291484303639,25.17663390114705,0.7977471519261599
41,0.994646034927493,0.023356214205318308,0.6467392726537639,0.6417474025790313,9.804005901758554,0.24857767154753674
42,0.9989639017273674,0.07696411313577486,0.3710774965645248,0.3674932494393737,17.624053480236142,0.5522470868891105
43,0.9924616170787968,0.015548638831793579,0.3077439032677933,0.30027079484661745,21.257978471720516,0.6514168353751302
44,1.0076634310271269,0.009758430043823785,0.2171156488590662,0.2197036511232732,21.575468132903882,0.6552362823858857
45,1.0062942667795671,0.008478572102851934,0.18841955651042894,0.1955369637026139,22.90338047119579,0.6916291965171695
46,0.9981904334210335,0.006938378103290808,0.2531434621924074,0.25194749665338356,23.44787213727042,0.7123582204803824
47,1.004935000707592,0.0064270890191343725,0.29043884816809684,0.2924026569104624,23.69521121337681,0.7257818412035704
48,1.0037003460960576,0.00619395276601693,0.23525068456529596,0.23847412150932412,24.135408720101367,0.7268033288419247
49,1.0019970728410637,0.00537075451841965,0.20780812291681475,0.20867973392899414,24.11214151229133,0.7507896004244685
50,1.0015765180759462,0.0054810252616032595,0.19550960624374072,0.19640169325612375,24.93509020176586,0.7612926680594683
51,1.0015916590214555,0.004735127166096493,0.2131808742076012,0.21201658819584138,24.636607836910983,0.7664642371237278
52,0.9959075626491914,0.004754356600179561,0.21348944896566888,0.2111411670225927,25.25150902128957,0.7798768458887935
53,1.0063492966946916,0.004301921523186803,0.25844344047984985,0.2658017267474566,24.461827964265552,0.7821341650560498
54,1.0053910136027735,0.0043275302833132145,0.31778800687501163,0.3225753108822968,25.09539312573233,0.7742608776316047
55,1.0016980733106648,0.0041398807183371435,0.3155924720284201,0.3142056690007692,25.374642526585735,0.7702061235904694
56,0.9997786078632561,0.003797644573993944,0.31228818050578067,0.31133274516965675,25.42173840288584,0.7929704152047634
57,0.9998328681858394,0.004076398977683629,0.305754530668844,0.3047830393437278,25.887661699026914,0.8031077794730663
58,1.004431606704787,0.0037183827650466546,0.32574075416535286,0.33016586776841095,25.64633994373726,0.8029698170721531
59,1.0016751617144446,0.0038488400801284612,0.30675337947722153,0.3060927762239928,25.685891299359408,0.8078391123563051
60,1.002201149779724,0.0034928356362857326,0.3243249914503722,0.32731987101844406,24.302302802305867,0.8087242618203163
61,1.0045150984718834,0.00395428313555138,0.33452985588150214,0.3354975297778796,25.966339693110218,0.8165341410785913
62,0.995344265002861,0.0037397830640369762,0.3243399361444183,0.32004997485398073,25.959472496118675,0.8104362078011036
63,1.0052920839400221,0.0036149429959136804,0.3528769289413177,0.3554358455046109,25.930894835850747,0.7888702191412449
64,1.0026822490114626,0.0036930140556002407,0.30580953519590165,0.308451271583913,26.11293341073758,0.8006296455860138
65,0.9989618669750258,0.003598491016107744,0.3290203084434503,0.3273469401361899,26.088228327171514,0.8073729742318392
66,1.0016714947118306,0.0035895204648631585,0.3197669936084903,0.32096162409126855,24.33106060344825,0.8063929919153452
67,1.0009145440134402,0.0035538244643820217,0.31611944693590344,0.3160561181226846,25.778895066540912,0.8043173607438803
68,1.0020414709849756,0.0036420020615489947,0.2933874035135229,0.29451144643969307,25.443708028494818,0.8016035351902246
69,1.0026072628564413,0.0038276709735838607,0.271777555834252,0.27395443423192356,26.063711951378362,0.7995528243482113
70,0.9973997773203249,0.0037799816397239747,0.3099297467015574,0.30754565982888843,25.742776797198598,0.8077115509659052
71,0.9995420732201609,0.003756337757976863,0.24995139709471095,0.2471673473496289,25.748081532514085,0.814379246905446
72,0.9993576630828034,0.003609721260770253,0.28930251985642014,0.2867880421652536,25.234502228786827,0.8005015626549721
73,0.9967562289948159,0.0036565018318587407,0.4108444091341109,0.4051675804312998,26.054340770664606,0.8142946735024452
74,0.9984142495450333,0.003474507270511941,0.35082110021196294,0.34741134558683917,25.384268760972752,0.8083379790186882
75,1.000210839285593,0.003502289782874225,0.30017804441007184,0.2978779852585395,25.22155144806469,0.7971331886947155
76,1.0024709381565524,0.0037709737498368063,0.24960204310190853,0.2518345137079492,26.11073686866365,0.8191550113260746
77,0.999689407317416,0.003736647026942595,0.2364779661017822,0.23396035965452802,26.155508798779792,0.8202234581112862
78,0.9947280204822896,0.0036757239033871998,0.2694745446675733,0.26629605216207364,26.18724302820241,0.8073804937303066
79,0.9977622164837077,0.003614894989359691,0.21775405362565467,0.21527333484441286,26.307895139820438,0.8129730559885502
80,0.997403036943239,0.003677850912299172,0.23737476973408764,0.23422616300723362,25.77002929190211,0.8045424688607454
81,1.0073558531104054,0.0035854680155009127,0.21113270438244222,0.21753713293473576,25.85858500016965,0.8206465747207403
82,0.9988536171359048,0.0035533345976627986,0.2094929136835807,0.20661592722524402,26.20426202680433,0.811645682901144
83,0.9980262609628531,0.003650971327842794,0.22038488892408517,0.21773962688719192,25.91978043291522,0.8042507022619247
84,1.003778389744985,0.0036948634816086723,0.2005073398156564,0.2029649575535092,25.99879775307501,0.8082310911267996
85,0.9996314774558509,0.0035486946830529044,0.2125436286342905,0.21192705926352748,26.073280972071863,0.8201437443494797
86,0.9942028620044066,0.0038930719608590374,0.21863506083207512,0.2135811687588887,25.989404770771426,0.8014387656003237
87,0.9991924384221703,0.0038029343322675472,0.21206320524703462,0.2084564747328454,26.18974828410177,0.8080147355794907
88,0.9844905233617305,0.004107244037634368,0.1877784742905153,0.17216678202737568,25.028371632690018,0.8013031873852015
89,1.0028296047653973,0.004633839463940082,0.1582144735146271,0.1615172188771727,21.031973362448152,0.7768469303846359
90,1.0081315586882995,0.004471323801183222,0.19149376781209207,0.19885425974421336,25.891544405156644,0.8153182622045279
91,1.0025751321483556,0.0035880736034186694,0.19464985128803067,0.19721865207688508,26.037138054703604,0.8178929891437292
92,0.9998298612241854,0.0035587452750640834,0.18755822783601264,0.1879846878508304,26.300727067503672,0.8234046064317226
93,1.0012574710939597,0.003548265556742341,0.23230741030358254,0.23403253085582035,25.98982458151601,0.8156289216130972
94,0.9980357104939837,0.003569083039095525,0.21705392012814648,0.21358485810105032,24.777761961055095,0.820571806281805
95,0.9986508606693748,0.003718920613360117,0.21636325757456684,0.21525934716586007,25.666615050389737,0.8163381777703762
96,1.0026618314452724,0.0035674991474811553,0.22077109775644668,0.22567138095339073,26.32798755184301,0.810837646946311
97,1.003096568018637,0.004263079566301842,0.2719213196035298,0.27578453602552805,25.957572127081278,0.8013511933386326
98,1.0027061187694193,0.004180424542618998,0.3347402563510667,0.33763244638368856,25.351583555233674,0.792953247204423
99,1.0009559921664224,0.003762674384556845,0.32568649225753965,0.32820332481993786,26.06772498652041,0.8134687263518572
100,1.0101568367204183,0.0035601074391223013,0.3335657241203976,0.3410152823659675,25.337797592178294,0.7777098100632429
